CustomerID,CustomerName,Gender,Age,CustomerSegment,City,Province,Country,JoinDate
C00594,Sophia Tremblay,Female,31,Consumer,St. John's,Newfoundland and Labrador,Canada,2022-03-06
C00595,Daniel Thomas,Male,30,Consumer,Charlottetown,Prince Edward Island,Canada,2024-06-30
C00596,Wyatt Walker,Non-binary,28,Consumer,Charlottetown,Prince Edward Island,Canada,2023-02-22
C00597,Hannah Bélanger,Female,40,Small Business,Brandon,Manitoba,Canada,2022-05-24
C00598,Aria Khan,Male,55,Consumer,Winnipeg,Manitoba,Canada,2024-05-31
C00599,Henry Martin,Non-binary,53,Consumer,Saskatoon,Saskatchewan,Canada,2022-12-01
C00600,Carter MacDonald,Male,40,Small Business,Montreal,Quebec,Canada,2022-08-19
C00601,Zoey Brown,Female,54,Consumer,St. John's,Newfoundland and Labrador,Canada,2023-11-15
C00602,Aria Dubois,Male,23,Corporate,Saskatoon,Saskatchewan,Canada,2022-03-09
C00603,Mia Wilson,Non-binary,24,Consumer,Lethbridge,Alberta,Canada,2024-02-28
C00604,Chloe Lee,Non-binary,19,Small Business,Sydney,Nova Scotia,Canada,2023-11-11
C00605,Amelia Bouchard,Female,39,Consumer,Ottawa,Ontario,Canada,2022-08-20
C00606,Riley Wong,Non-binary,58,Small Business,London,Ontario,Canada,2023-05-09
C00607,Nathan Young,Male,62,Small Business,Halifax,Nova Scotia,Canada,2023-01-04
C00608,Noah Anderson,Female,46,Consumer,Halifax,Nova Scotia,Canada,2022-05-04
C00609,James Taylor,Female,38,Consumer,Sydney,Nova Scotia,Canada,2022-06-12
C00610,Evelyn Lefebvre,Female,39,Corporate,Burnaby,British Columbia,Canada,2023-05-17
C00611,Audrey Khan,Female,51,Small Business,Winnipeg,Manitoba,Canada,2022-11-29
C00612,Abigail Martin,Male,45,Small Business,Edmonton,Alberta,Canada,2023-05-17
C00613,Alexander Evans,Non-binary,36,Corporate,Fort McMurray,Alberta,Canada,2023-11-10
C00614,Emma Lee,Non-binary,41,Consumer,Moncton,New Brunswick,Canada,2023-12-04
C00615,Scarlett Brown,Male,53,Consumer,Quebec City,Quebec,Canada,2022-12-20
C00616,Olivia Brown,Male,36,Consumer,Saskatoon,Saskatchewan,Canada,2022-07-25
C00617,Mateo Wilson,Male,19,Consumer,Gatineau,Quebec,Canada,2024-05-12
C00618,Abigail Wong,Male,27,Corporate,London,Ontario,Canada,2024-08-15
C00619,Benjamin Martin,Female,20,Consumer,Charlottetown,Prince Edward Island,Canada,2022-09-19
C00620,Nathan Miller,Non-binary,46,Consumer,Toronto,Ontario,Canada,2022-05-24
C00621,Alexander Patel,Female,42,Consumer,Moncton,New Brunswick,Canada,2024-05-20
C00622,Sofia Miller,Female,19,Consumer,St. John's,Newfoundland and Labrador,Canada,2022-02-17
C00623,Carter Reid,Non-binary,42,Corporate,Corner Brook,Newfoundland and Labrador,Canada,2024-12-25
C00624,Chloe Patel,Male,31,Corporate,Calgary,Alberta,Canada,2024-10-31
C00625,Harper Dubois,Female,18,Consumer,Montreal,Quebec,Canada,2022-04-16
C00626,Benjamin Morgan,Female,51,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2023-08-03
C00627,Harper Martin,Male,36,Consumer,Fredericton,New Brunswick,Canada,2024-03-03
C00628,Jack Fournier,Male,66,Consumer,Brandon,Manitoba,Canada,2023-04-08
C00629,Scarlett Bouchard,Non-binary,33,Consumer,Burnaby,British Columbia,Canada,2023-09-03
C00630,Mateo Young,Male,45,Small Business,London,Ontario,Canada,2022-08-27
C00631,Julian Morgan,Male,37,Consumer,Halifax,Nova Scotia,Canada,2024-09-22
C00632,Benjamin Gagnon,Female,45,Small Business,Toronto,Ontario,Canada,2022-02-25
C00633,Avery Fournier,Male,35,Consumer,Fredericton,New Brunswick,Canada,2023-09-16
C00634,Wyatt Bouchard,Male,55,Corporate,Guelph,Ontario,Canada,2024-09-05
C00635,Violet Bélanger,Non-binary,28,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2024-06-30
C00636,Isabella Young,Male,39,Consumer,Sydney,Nova Scotia,Canada,2022-12-18
C00637,Zoey Bouchard,Female,40,Consumer,St. John's,Newfoundland and Labrador,Canada,2024-07-02
C00638,Zoey Anderson,Male,54,Small Business,Fredericton,New Brunswick,Canada,2024-08-13
C00639,Daniel Stewart,Non-binary,18,Consumer,Edmonton,Alberta,Canada,2024-07-25
C00640,Lucas Stewart,Male,26,Consumer,St. John's,Newfoundland and Labrador,Canada,2023-08-28
C00641,Ella Hughes,Non-binary,40,Consumer,Moncton,New Brunswick,Canada,2023-12-28
C00642,Carter Chen,Male,48,Consumer,Halifax,Nova Scotia,Canada,2023-03-08
C00643,Samuel Singh,Non-binary,51,Consumer,Laval,Quebec,Canada,2022-10-22
C00644,Daniel Stewart,Non-binary,36,Consumer,Laval,Quebec,Canada,2022-10-14
C00645,Avery Bernard,Male,18,Consumer,Fredericton,New Brunswick,Canada,2024-11-13
C00646,Joseph Dubois,Non-binary,23,Consumer,Surrey,British Columbia,Canada,2022-08-18
C00647,Chloe Stewart,Non-binary,49,Consumer,Regina,Saskatchewan,Canada,2023-10-11
C00648,Michael Anderson,Female,58,Consumer,Kitchener,Ontario,Canada,2022-12-22
C00649,Emma Harris,Female,27,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2023-09-18
C00650,Alexander Anderson,Female,26,Consumer,Moncton,New Brunswick,Canada,2023-01-16
C00651,Sofia Lefebvre,Female,36,Consumer,Sydney,Nova Scotia,Canada,2023-03-16
C00652,Zoey Thomas,Female,54,Consumer,Sydney,Nova Scotia,Canada,2024-12-16
C00653,Liam Bernard,Male,36,Consumer,Charlottetown,Prince Edward Island,Canada,2022-03-16
C00654,Daniel Hughes,Male,20,Small Business,Kelowna,British Columbia,Canada,2023-08-31
C00655,Benjamin Harris,Male,29,Consumer,Red Deer,Alberta,Canada,2023-04-13
C00656,Lucas Nguyen,Male,62,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2023-07-08
C00657,Chloe Tremblay,Female,39,Consumer,Saint John,New Brunswick,Canada,2024-11-30
C00658,Isaac Miller,Male,52,Corporate,Vancouver,British Columbia,Canada,2023-03-01
C00659,David Wong,Male,34,Consumer,London,Ontario,Canada,2024-11-13
C00660,Violet Côté,Male,18,Consumer,Brandon,Manitoba,Canada,2022-09-22
C00661,Audrey Young,Male,26,Consumer,Calgary,Alberta,Canada,2023-07-11
C00662,Nathan Martin,Female,51,Consumer,Fort McMurray,Alberta,Canada,2023-07-04
C00663,Grace Roy,Non-binary,39,Consumer,Regina,Saskatchewan,Canada,2022-01-04
C00664,Emma Fournier,Non-binary,48,Small Business,Charlottetown,Prince Edward Island,Canada,2023-04-13
C00665,Samuel Roy,Non-binary,42,Consumer,Saskatoon,Saskatchewan,Canada,2022-05-04
C00666,Sofia Martin,Female,43,Corporate,Brandon,Manitoba,Canada,2024-12-24
C00667,Sophia Bouchard,Male,44,Consumer,Brandon,Manitoba,Canada,2024-01-01
C00668,Owen Clarke,Non-binary,39,Consumer,Winnipeg,Manitoba,Canada,2024-01-16
C00669,Michael Miller,Non-binary,29,Consumer,Edmonton,Alberta,Canada,2023-07-29
C00670,Emma Lee,Non-binary,62,Consumer,Fredericton,New Brunswick,Canada,2024-12-05
C00671,Chloe Harris,Female,54,Consumer,Saskatoon,Saskatchewan,Canada,2022-10-07
C00672,Grace Fournier,Non-binary,54,Consumer,Saskatoon,Saskatchewan,Canada,2024-11-10
C00673,Leo Patel,Male,38,Corporate,Saskatoon,Saskatchewan,Canada,2024-03-17
C00674,Harper MacDonald,Male,26,Consumer,Fort McMurray,Alberta,Canada,2024-10-24
C00675,Zoey Turner,Male,36,Corporate,Moncton,New Brunswick,Canada,2024-11-14
C00676,Amelia Roy,Female,29,Consumer,Montreal,Quebec,Canada,2024-10-24
C00677,Ethan Patel,Non-binary,49,Consumer,Hamilton,Ontario,Canada,2024-10-30
C00678,Chloe MacDonald,Non-binary,45,Small Business,Winnipeg,Manitoba,Canada,2022-09-27
C00679,Leo Wilson,Female,37,Small Business,Fort McMurray,Alberta,Canada,2023-02-02
C00680,William Turner,Female,42,Consumer,Montreal,Quebec,Canada,2024-12-28
C00681,Samuel MacDonald,Non-binary,45,Small Business,Fredericton,New Brunswick,Canada,2022-05-21
C00682,Scarlett Singh,Female,55,Corporate,Vancouver,British Columbia,Canada,2022-06-18
C00683,Mason Hall,Male,27,Small Business,Charlottetown,Prince Edward Island,Canada,2022-06-08
C00684,Hannah Fournier,Non-binary,46,Consumer,Brandon,Manitoba,Canada,2023-07-25
C00685,Aria Lee,Female,56,Corporate,Lethbridge,Alberta,Canada,2024-11-21
C00686,Liam Bouchard,Male,42,Consumer,Winnipeg,Manitoba,Canada,2022-12-17
C00687,Riley Reid,Non-binary,52,Consumer,Moncton,New Brunswick,Canada,2022-10-04
C00688,Hudson Dubois,Male,32,Consumer,Halifax,Nova Scotia,Canada,2022-09-07
C00689,Liam Taylor,Female,35,Consumer,Fort McMurray,Alberta,Canada,2024-10-20
C00690,Sofia Patel,Male,30,Consumer,Guelph,Ontario,Canada,2024-02-19
C00691,Sophia Côté,Male,43,Consumer,Winnipeg,Manitoba,Canada,2022-10-14
C00692,Benjamin Brown,Male,29,Consumer,Fort McMurray,Alberta,Canada,2022-10-22
C00693,Evelyn Chen,Non-binary,30,Consumer,Kingston,Ontario,Canada,2022-12-20
C00694,Benjamin Singh,Non-binary,69,Consumer,Surrey,British Columbia,Canada,2022-10-25
C00695,Daniel Hall,Male,49,Consumer,Saskatoon,Saskatchewan,Canada,2023-03-24
C00696,Ava Scott,Female,19,Small Business,Moncton,New Brunswick,Canada,2022-01-29
C00697,Violet Fournier,Female,43,Small Business,Charlottetown,Prince Edward Island,Canada,2022-06-14
C00698,Grace Chen,Female,36,Consumer,Charlottetown,Prince Edward Island,Canada,2022-12-31
C00699,Samuel Brown,Male,37,Consumer,Saskatoon,Saskatchewan,Canada,2024-06-18
C00700,Ella Wilson,Male,64,Consumer,Laval,Quebec,Canada,2022-09-03
C00701,Olivia Bélanger,Male,19,Consumer,Montreal,Quebec,Canada,2023-08-28
C00702,Isabella Gagnon,Female,32,Consumer,St. John's,Newfoundland and Labrador,Canada,2023-08-03
C00703,Alexander Turner,Female,66,Consumer,St. John's,Newfoundland and Labrador,Canada,2023-08-19
C00704,Owen Anderson,Male,33,Corporate,Brandon,Manitoba,Canada,2022-05-11
C00705,Aria Lee,Female,30,Small Business,St. John's,Newfoundland and Labrador,Canada,2023-04-13
C00706,William Martin,Female,47,Corporate,Fredericton,New Brunswick,Canada,2023-06-03
C00707,Nathan Lee,Non-binary,25,Small Business,Quebec City,Quebec,Canada,2024-07-05
C00708,Charlotte Anderson,Female,41,Consumer,Charlottetown,Prince Edward Island,Canada,2022-08-04
C00709,Jack Lam,Female,18,Consumer,Charlottetown,Prince Edward Island,Canada,2024-04-15
C00710,James Hughes,Non-binary,49,Small Business,St. John's,Newfoundland and Labrador,Canada,2023-07-13
C00711,Isabella Patel,Non-binary,21,Consumer,Montreal,Quebec,Canada,2023-01-18
C00712,Amelia Evans,Non-binary,55,Consumer,Brandon,Manitoba,Canada,2022-07-04
C00713,Sophia Turner,Non-binary,42,Corporate,Kingston,Ontario,Canada,2022-02-24
C00714,Samuel Clarke,Female,38,Consumer,Edmonton,Alberta,Canada,2023-06-07
C00715,Hudson Morgan,Non-binary,26,Consumer,Saskatoon,Saskatchewan,Canada,2022-09-18
C00716,Amelia Côté,Female,44,Consumer,Montreal,Quebec,Canada,2022-03-19
C00717,Joseph Chen,Male,30,Consumer,Saskatoon,Saskatchewan,Canada,2022-10-09
C00718,Mateo Walker,Non-binary,38,Consumer,Kingston,Ontario,Canada,2022-11-12
C00719,Samuel Nguyen,Non-binary,43,Consumer,Saskatoon,Saskatchewan,Canada,2022-12-30
C00720,Chloe Lefebvre,Female,41,Consumer,Winnipeg,Manitoba,Canada,2022-05-10
C00721,Violet Turner,Non-binary,35,Consumer,Sydney,Nova Scotia,Canada,2022-03-03
C00722,Carter Morgan,Male,26,Small Business,Charlottetown,Prince Edward Island,Canada,2024-04-08
C00723,Lucas Anderson,Female,34,Consumer,Charlottetown,Prince Edward Island,Canada,2022-10-12
C00724,Aria Hughes,Male,21,Consumer,Windsor,Ontario,Canada,2022-11-20
C00725,Wyatt Wong,Non-binary,44,Consumer,Regina,Saskatchewan,Canada,2022-02-18
C00726,Avery Nguyen,Female,41,Consumer,Regina,Saskatchewan,Canada,2022-04-12
C00727,Evelyn Martin,Male,22,Consumer,Ottawa,Ontario,Canada,2022-03-07
C00728,Joseph Clarke,Male,20,Consumer,Moncton,New Brunswick,Canada,2023-10-10
C00729,Abigail Reid,Female,47,Consumer,Sydney,Nova Scotia,Canada,2024-10-30
C00730,Zoey Chen,Male,26,Consumer,Winnipeg,Manitoba,Canada,2023-04-13
C00731,Isaac Hall,Male,43,Consumer,Calgary,Alberta,Canada,2022-11-05
C00732,Amelia Chen,Male,23,Small Business,Burnaby,British Columbia,Canada,2023-03-14
C00733,Harper Campbell,Female,33,Consumer,Red Deer,Alberta,Canada,2022-10-02
C00734,Zoey Wong,Male,41,Consumer,St. John's,Newfoundland and Labrador,Canada,2022-07-09
C00735,Mason Wong,Non-binary,39,Consumer,Vancouver,British Columbia,Canada,2022-01-08
C00736,Isabella Turner,Non-binary,24,Small Business,Brandon,Manitoba,Canada,2022-02-13
C00737,Nora Johnson,Non-binary,56,Small Business,Corner Brook,Newfoundland and Labrador,Canada,2024-01-25
C00738,Ethan Anderson,Non-binary,31,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2024-01-26
C00739,David Khan,Male,54,Consumer,Halifax,Nova Scotia,Canada,2023-07-06
C00740,Riley Lefebvre,Male,45,Consumer,Toronto,Ontario,Canada,2022-09-12
C00741,Nora Gagnon,Non-binary,30,Consumer,Winnipeg,Manitoba,Canada,2023-04-05
C00742,Hudson Walker,Non-binary,53,Consumer,Regina,Saskatchewan,Canada,2024-11-22
C00743,Ethan Martin,Male,54,Consumer,Charlottetown,Prince Edward Island,Canada,2023-06-03
C00744,Avery Dubois,Non-binary,47,Consumer,Winnipeg,Manitoba,Canada,2023-01-18
C00745,Jack Reid,Female,30,Consumer,Halifax,Nova Scotia,Canada,2023-08-15
C00746,Nora Young,Male,33,Corporate,Regina,Saskatchewan,Canada,2023-06-07
C00747,Alexander Wilson,Non-binary,70,Consumer,Kingston,Ontario,Canada,2024-12-06
C00748,Ethan Côté,Non-binary,34,Small Business,Hamilton,Ontario,Canada,2023-05-06
C00749,Evelyn Stewart,Female,35,Consumer,Kitchener,Ontario,Canada,2022-02-09
C00750,Michael Thomas,Non-binary,40,Consumer,Brandon,Manitoba,Canada,2022-04-28
C00751,Benjamin Evans,Male,53,Corporate,Halifax,Nova Scotia,Canada,2024-11-22
C00752,Nora Anderson,Male,44,Consumer,Sydney,Nova Scotia,Canada,2022-12-20
C00753,Harper Gagnon,Female,32,Corporate,Charlottetown,Prince Edward Island,Canada,2024-12-24
C00754,Owen Clarke,Non-binary,49,Consumer,Saskatoon,Saskatchewan,Canada,2024-01-25
C00755,Charlotte Khan,Non-binary,26,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2024-09-26
C00756,Mateo Patel,Male,25,Consumer,Sydney,Nova Scotia,Canada,2022-05-13
C00757,Carter Gagnon,Male,63,Consumer,Toronto,Ontario,Canada,2022-12-31
C00758,Leo Lam,Male,48,Consumer,Regina,Saskatchewan,Canada,2022-01-23
C00759,Isabella Patel,Non-binary,53,Consumer,Charlottetown,Prince Edward Island,Canada,2024-06-25
C00760,Hannah Gagnon,Male,42,Consumer,Richmond,British Columbia,Canada,2022-07-29
C00761,Carter Gagnon,Male,40,Consumer,Regina,Saskatchewan,Canada,2022-01-05
C00762,Avery Lefebvre,Male,45,Consumer,Richmond,British Columbia,Canada,2024-02-17
C00763,Charlotte Reid,Non-binary,25,Consumer,Winnipeg,Manitoba,Canada,2022-08-21
C00764,Amelia Campbell,Non-binary,34,Consumer,Halifax,Nova Scotia,Canada,2024-10-19
C00765,Owen Martin,Non-binary,22,Consumer,Charlottetown,Prince Edward Island,Canada,2024-05-20
C00766,Avery Lee,Non-binary,43,Small Business,Victoria,British Columbia,Canada,2022-02-16
C00767,James Hughes,Non-binary,57,Consumer,Winnipeg,Manitoba,Canada,2023-05-20
C00768,Violet Young,Male,30,Consumer,Sydney,Nova Scotia,Canada,2023-01-12
C00769,Hannah Patel,Non-binary,19,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2024-04-24
C00770,Julian Lee,Female,18,Consumer,Saskatoon,Saskatchewan,Canada,2023-04-27
C00771,Ella Tremblay,Non-binary,54,Consumer,Laval,Quebec,Canada,2024-10-16
C00772,Amelia Martin,Male,41,Consumer,Burnaby,British Columbia,Canada,2024-06-10
C00773,Harper Morgan,Female,30,Corporate,Charlottetown,Prince Edward Island,Canada,2023-05-31
C00774,Liam Reid,Male,34,Consumer,Red Deer,Alberta,Canada,2023-02-01
C00775,Carter Campbell,Male,43,Consumer,Edmonton,Alberta,Canada,2023-05-22
C00776,Aria Lee,Male,51,Small Business,Charlottetown,Prince Edward Island,Canada,2023-04-19
C00777,James Dubois,Female,34,Small Business,Brandon,Manitoba,Canada,2022-01-11
C00778,Ella Patel,Non-binary,46,Consumer,Sherbrooke,Quebec,Canada,2022-01-28
C00779,Ava Wong,Male,23,Consumer,Charlottetown,Prince Edward Island,Canada,2024-04-03
C00780,James Roy,Male,58,Corporate,Regina,Saskatchewan,Canada,2022-06-14
C00781,Lucas Bélanger,Non-binary,35,Consumer,Fredericton,New Brunswick,Canada,2024-08-04
C00782,Hannah Evans,Male,18,Consumer,Charlottetown,Prince Edward Island,Canada,2024-03-23
C00783,Ava Wong,Female,57,Consumer,Calgary,Alberta,Canada,2023-09-28
C00784,Violet Stewart,Female,33,Consumer,Edmonton,Alberta,Canada,2022-11-30
C00785,Audrey Anderson,Female,56,Consumer,Winnipeg,Manitoba,Canada,2023-09-23
C00786,Violet Evans,Non-binary,58,Consumer,Saskatoon,Saskatchewan,Canada,2023-06-29
C00787,Samuel Martin,Non-binary,31,Small Business,Corner Brook,Newfoundland and Labrador,Canada,2024-05-24
C00788,Aria Taylor,Non-binary,47,Consumer,Regina,Saskatchewan,Canada,2024-08-05
C00789,Evelyn Johnson,Female,53,Small Business,Regina,Saskatchewan,Canada,2024-01-27
C00790,Noah Turner,Female,21,Consumer,Surrey,British Columbia,Canada,2024-05-31
C00791,Audrey Bélanger,Male,43,Corporate,Regina,Saskatchewan,Canada,2022-03-26
C00792,Joseph Brown,Female,42,Consumer,Brandon,Manitoba,Canada,2024-10-30
C00793,Amelia Taylor,Male,26,Consumer,Red Deer,Alberta,Canada,2022-01-24
C00794,Sofia Miller,Non-binary,40,Small Business,Burnaby,British Columbia,Canada,2022-04-05
C00795,Ethan Brown,Female,43,Consumer,Charlottetown,Prince Edward Island,Canada,2024-12-02
C00796,Noah Martin,Female,48,Consumer,London,Ontario,Canada,2023-02-03
C00797,Nathan Reid,Female,33,Small Business,Regina,Saskatchewan,Canada,2022-06-10
C00798,Chloe Lee,Female,38,Consumer,Regina,Saskatchewan,Canada,2022-09-24
C00799,William Johnson,Non-binary,39,Small Business,Lethbridge,Alberta,Canada,2024-05-14
C00800,Grace Lam,Non-binary,18,Corporate,Moncton,New Brunswick,Canada,2024-11-23
C00801,Nathan Roy,Male,43,Consumer,Lethbridge,Alberta,Canada,2023-04-09
C00802,Isaac Bélanger,Non-binary,20,Consumer,Fredericton,New Brunswick,Canada,2024-03-15
C00803,Michael Patel,Non-binary,18,Consumer,Calgary,Alberta,Canada,2024-03-19
C00804,Avery Lam,Non-binary,46,Small Business,London,Ontario,Canada,2022-01-18
C00805,William Côté,Female,50,Consumer,Windsor,Ontario,Canada,2024-02-02
C00806,Isabella MacDonald,Non-binary,51,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2024-09-21
C00807,Henry Chen,Female,18,Consumer,Moncton,New Brunswick,Canada,2023-04-13
C00808,Mateo Johnson,Female,45,Consumer,St. John's,Newfoundland and Labrador,Canada,2023-07-03
C00809,Zoey Morgan,Male,24,Consumer,Halifax,Nova Scotia,Canada,2023-03-18
C00810,Lucas Tremblay,Non-binary,40,Consumer,Sherbrooke,Quebec,Canada,2022-02-10
C00811,Aria Evans,Non-binary,31,Consumer,St. John's,Newfoundland and Labrador,Canada,2023-04-30
C00812,Hannah Roy,Non-binary,38,Consumer,Brandon,Manitoba,Canada,2024-02-15
C00813,Avery Martin,Non-binary,40,Small Business,Hamilton,Ontario,Canada,2022-06-19
C00814,Owen Turner,Female,51,Consumer,Lethbridge,Alberta,Canada,2024-04-15
C00815,Ava Evans,Female,26,Consumer,Saskatoon,Saskatchewan,Canada,2024-10-27
C00816,Sophia Hughes,Female,67,Consumer,Brandon,Manitoba,Canada,2023-10-04
C00817,Evelyn Bernard,Female,18,Consumer,Charlottetown,Prince Edward Island,Canada,2023-09-19
C00818,Audrey Côté,Female,23,Consumer,Ottawa,Ontario,Canada,2023-04-03
C00819,Nora Walker,Female,49,Consumer,Saint John,New Brunswick,Canada,2024-11-04
C00820,Zoey Lam,Non-binary,58,Consumer,Montreal,Quebec,Canada,2022-07-12
C00821,Emma Tremblay,Non-binary,46,Consumer,Halifax,Nova Scotia,Canada,2023-03-29
C00822,Mia Evans,Male,25,Consumer,Surrey,British Columbia,Canada,2024-02-16
C00823,Evelyn Taylor,Female,49,Consumer,Quebec City,Quebec,Canada,2022-10-20
C00824,David Wilson,Non-binary,40,Consumer,Fredericton,New Brunswick,Canada,2023-06-01
C00825,Mateo Bouchard,Male,26,Small Business,Windsor,Ontario,Canada,2024-12-04
C00826,Leo Tremblay,Male,53,Consumer,Regina,Saskatchewan,Canada,2024-10-17
C00827,Olivia Hughes,Male,28,Small Business,St. John's,Newfoundland and Labrador,Canada,2024-12-04
C00828,William Chen,Male,40,Consumer,Regina,Saskatchewan,Canada,2024-12-21
C00829,Lucas Reid,Female,45,Corporate,Victoria,British Columbia,Canada,2024-06-25
C00830,Sofia Roy,Non-binary,42,Consumer,Lethbridge,Alberta,Canada,2023-10-07
C00831,Sofia Nguyen,Non-binary,31,Consumer,Winnipeg,Manitoba,Canada,2022-02-28
C00832,Hannah Anderson,Male,54,Consumer,Kelowna,British Columbia,Canada,2024-12-09
C00833,David Evans,Non-binary,44,Consumer,Brandon,Manitoba,Canada,2023-06-14
C00834,Isabella Campbell,Male,36,Corporate,Longueuil,Quebec,Canada,2023-01-18
C00835,Amelia Anderson,Non-binary,32,Corporate,Charlottetown,Prince Edward Island,Canada,2022-12-21
C00836,Riley Patel,Non-binary,52,Consumer,Sydney,Nova Scotia,Canada,2022-07-27
C00837,Lucas Patel,Non-binary,25,Consumer,Ottawa,Ontario,Canada,2022-04-30
C00838,Ella Patel,Female,36,Consumer,Fredericton,New Brunswick,Canada,2024-02-05
C00839,Owen Khan,Male,53,Consumer,Laval,Quebec,Canada,2023-03-24
C00840,Evelyn Wong,Male,43,Consumer,Burnaby,British Columbia,Canada,2024-04-22
C00841,Hudson Johnson,Male,36,Consumer,Calgary,Alberta,Canada,2022-08-27
C00842,Michael MacDonald,Female,18,Small Business,Regina,Saskatchewan,Canada,2024-03-28
C00843,Harper Evans,Female,44,Small Business,Montreal,Quebec,Canada,2023-01-15
C00844,Mason Harris,Male,49,Consumer,Vancouver,British Columbia,Canada,2024-02-11
C00845,Charlotte Bélanger,Female,47,Small Business,Windsor,Ontario,Canada,2022-12-30
C00846,Henry Nguyen,Non-binary,18,Consumer,Ottawa,Ontario,Canada,2024-08-02
C00847,Jack Martin,Male,34,Small Business,Surrey,British Columbia,Canada,2024-12-03
C00848,Ella Reid,Non-binary,25,Consumer,Regina,Saskatchewan,Canada,2024-01-23
C00849,Ella Thomas,Female,32,Consumer,Quebec City,Quebec,Canada,2023-07-09
C00850,Mason Bernard,Male,33,Corporate,London,Ontario,Canada,2024-07-07
C00851,Riley Côté,Female,23,Small Business,Saskatoon,Saskatchewan,Canada,2023-07-31
C00852,Riley Bélanger,Male,50,Small Business,Ottawa,Ontario,Canada,2024-12-11
C00853,Wyatt Young,Male,35,Consumer,Guelph,Ontario,Canada,2022-08-07
C00854,David Lefebvre,Female,68,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2022-11-08
C00855,Sophia Wong,Female,46,Consumer,Victoria,British Columbia,Canada,2022-06-29
C00856,Scarlett Hall,Female,31,Consumer,Laval,Quebec,Canada,2024-04-12
C00857,Ella Hall,Male,24,Consumer,Saskatoon,Saskatchewan,Canada,2024-11-11
C00858,Lucas Morgan,Female,33,Consumer,Fort McMurray,Alberta,Canada,2023-02-15
C00859,Zoey Young,Female,18,Consumer,Halifax,Nova Scotia,Canada,2022-09-05
C00860,Isabella Stewart,Female,35,Consumer,Saskatoon,Saskatchewan,Canada,2022-12-22
C00861,William Nguyen,Male,18,Consumer,Fredericton,New Brunswick,Canada,2022-11-13
C00862,Ethan Patel,Male,57,Consumer,Quebec City,Quebec,Canada,2022-10-19
C00863,Harper Thomas,Female,46,Consumer,Saint John,New Brunswick,Canada,2024-08-15
C00864,Henry Dubois,Non-binary,35,Consumer,St. John's,Newfoundland and Labrador,Canada,2022-11-06
C00865,Riley Bélanger,Non-binary,38,Small Business,St. John's,Newfoundland and Labrador,Canada,2024-11-13
C00866,Audrey Lefebvre,Non-binary,23,Consumer,Saskatoon,Saskatchewan,Canada,2024-01-18
C00867,Michael Bouchard,Non-binary,29,Consumer,Saskatoon,Saskatchewan,Canada,2023-04-03
C00868,Isaac MacDonald,Female,28,Consumer,Gatineau,Quebec,Canada,2023-01-01
C00869,Amelia Chen,Male,43,Consumer,Victoria,British Columbia,Canada,2022-07-11
C00870,Evelyn Bouchard,Non-binary,44,Consumer,Gatineau,Quebec,Canada,2024-06-05
C00871,Noah Wilson,Female,21,Consumer,Moncton,New Brunswick,Canada,2022-10-23
C00872,Lucas Bélanger,Male,36,Consumer,Fredericton,New Brunswick,Canada,2024-02-05
C00873,Amelia Evans,Female,28,Consumer,Moncton,New Brunswick,Canada,2022-05-03
C00874,Evelyn Turner,Male,42,Consumer,Saskatoon,Saskatchewan,Canada,2024-11-15
C00875,Samuel Dubois,Male,50,Consumer,Kingston,Ontario,Canada,2022-01-20
C00876,Audrey Wilson,Female,22,Small Business,Hamilton,Ontario,Canada,2023-03-11
C00877,Julian Anderson,Non-binary,41,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2024-12-09
C00878,Ethan Anderson,Female,66,Consumer,Brandon,Manitoba,Canada,2024-05-09
C00879,Charlotte Brown,Non-binary,26,Consumer,Saskatoon,Saskatchewan,Canada,2022-06-20
C00880,Mason MacDonald,Male,48,Consumer,Charlottetown,Prince Edward Island,Canada,2022-09-28
C00881,Samuel Anderson,Non-binary,64,Consumer,Richmond,British Columbia,Canada,2023-12-08
C00882,Harper Clarke,Female,63,Consumer,Montreal,Quebec,Canada,2022-05-16
C00883,Jack Patel,Male,18,Small Business,Victoria,British Columbia,Canada,2023-08-01
C00884,Samuel Patel,Non-binary,37,Consumer,Winnipeg,Manitoba,Canada,2022-09-05
C00885,David Hughes,Male,18,Consumer,Charlottetown,Prince Edward Island,Canada,2024-01-26
C00886,Sofia Fournier,Female,40,Consumer,Charlottetown,Prince Edward Island,Canada,2023-08-03
C00887,Nathan Young,Female,29,Small Business,Winnipeg,Manitoba,Canada,2024-12-20
C00888,Samuel Thomas,Non-binary,39,Consumer,Longueuil,Quebec,Canada,2023-02-12
C00889,Violet Roy,Non-binary,34,Consumer,Red Deer,Alberta,Canada,2022-11-17
C00890,Olivia Hall,Male,44,Consumer,Burnaby,British Columbia,Canada,2022-09-11
